application_id,project_name,organization_id,track_code,program_round,focus_area,public_district,requested_usd,submitted_at,application_status
A26-5036,Claremont Cool Roof Cooperative,ORG-0365,climate_resilience,spring_2026,building_cooling,Lake District,38000,2026-02-27T12:20:00-08:00,submitted
A26-1343,Pleasant Valley Artist Mentor Network,ORG-0103,neighborhood_arts,spring_2026,green_infrastructure,South Harbor,44500,2026-02-18T14:10:00-08:00,pending_correction
A26-5039,Northgate Shade Corridor Project,ORG-0368,climate_resilience,spring_2026,urban_heat,Hill Corridor,54500,2026-02-26T14:50:00-08:00,submitted
A26-5177,Willow Creek Rain Garden Network,ORG-0479,climate_resilience,spring_2026,green_infrastructure,North Ridge,33500,2026-02-02T14:40:00-08:00,submitted
A26-5080,Grand Avenue Drainage Action Group,ORG-0403,climate_resilience,spring_2026,urban_heat,Oak Junction,29500,2026-02-01T16:40:00-08:00,submitted
A26-2157,Prairie View Heat Resilience Hubs,ORG-0207,climate_resilience,spring_2026,building_cooling,Oak Junction,32500,2026-03-10T08:00:00-08:00,submitted
A26-7399,Crescent Hill Wellness Navigation Team,ORG-0226,community_health,spring_2026,flood_resilience,Lake District,65000,2026-03-06T08:00:00-08:00,submitted
A26-9115,Quarry District Transit Access Team,ORG-0257,urban_mobility,spring_2026,urban_heat,Meadow Loop,31000,2026-02-20T15:40:00-08:00,submitted
A26-5030,Meadow Park Green Alley Partnership,ORG-0351,climate_resilience,spring_2026,home_weatherization,East Market,35000,2026-01-31T12:50:00-08:00,submitted
A26-1579,Millbrook Resilience Resource Center,ORG-0202,climate_resilience,spring_2026,home_weatherization,East Market,37500,2026-01-15T15:30:00-08:00,submitted
A26-2052,Maplewood Community Solar Library,ORG-0125,climate_resilience,spring_2026,flood_resilience,Lake District,20000,2026-01-24T15:10:00-08:00,submitted
A26-5005,Elmwood Climate Ready Blocks,ORG-0343,climate_resilience,spring_2026,flood_resilience,Meadow Loop,55000,2026-03-07T21:10:00-08:00,withdrawn
A26-0135,Maplewood Cool Roof Partnership,ORG-0160,climate_resilience,spring_2026,green_infrastructure,Central Commons,27500,2026-02-10T10:40:00-08:00,submitted
A26-1026,Quarry District Resilience Resource Center,ORG-0025,climate_resilience,winter_2025,building_cooling,Hill Corridor,55000,2026-02-02T11:20:00-08:00,submitted
A26-5102,Cedar Grove Green Alley Partnership,ORG-0422,climate_resilience,spring_2026,home_weatherization,North Ridge,38000,2026-02-04T13:50:00-08:00,submitted
A26-5137,Yorktown Drainage Action Group,ORG-0346,climate_resilience,winter_2025,home_weatherization,West Terrace,50000,2026-03-08T22:44:00-08:00,submitted
A26-5146,Fox Hollow Weatherization Collective,ORG-0222,climate_resilience,winter_2025,green_infrastructure,Hill Corridor,34500,2026-01-14T12:00:00-08:00,duplicate
A26-5117,Juniper Neighborhood Canopy Fund,ORG-0435,climate_resilience,winter_2025,flood_resilience,Hill Corridor,38000,2026-02-20T13:20:00-08:00,submitted
A26-7547,Riverside Emergency Cooling Outreach,ORG-0133,climate_resilience,spring_2026,home_weatherization,Meadow Loop,16000,2026-03-04T14:30:00-08:00,submitted
A26-8896,New Hope Native Plant Corridor,ORG-0222,climate_resilience,spring_2026,flood_resilience,River Ward,40000,2026-02-06T08:30:00-08:00,submitted
A26-9984,Spring Hill Resilience Resource Center,ORG-0102,climate_resilience,spring_2026,flood_resilience,Lake District,40000,2026-01-19T11:30:00-08:00,submitted
A26-2275,Pine Ridge Public Art Workshop,ORG-0031,neighborhood_arts,spring_2026,green_infrastructure,Lake District,40500,2026-02-13T08:00:00-08:00,withdrawn
A26-5021,Kingsley Climate Ready Blocks,ORG-0069,climate_resilience,spring_2026,flood_resilience,South Harbor,63500,2026-02-09T10:00:00-08:00,submitted
A26-5098,Lakewood Resilience Resource Center,ORG-0419,climate_resilience,spring_2026,flood_resilience,Harbor Point,44500,2026-02-01T13:30:00-08:00,submitted
A26-8285,Magnolia Park Home Energy Coaching,ORG-0227,climate_resilience,spring_2026,home_weatherization,River Ward,52000,2026-02-28T15:40:00-08:00,submitted
A26-5125,Eastwood Cooling Commons,ORG-0442,climate_resilience,spring_2026,home_weatherization,Central Commons,26000,2026-03-07T22:02:00-08:00,submitted
A26-5133,Highland Creek Buffer Project,ORG-0449,climate_resilience,spring_2026,green_infrastructure,Central Commons,47000,2026-01-22T09:00:00-08:00,submitted
A26-0241,Westhaven Cool Roof Partnership,ORG-0247,climate_resilience,fall_2025,green_infrastructure,Central Commons,48500,2026-01-29T08:40:00-08:00,submitted
A26-5029,Juniper Square Weatherization Support Team,ORG-0120,climate_resilience,spring_2026,urban_heat,Meadow Loop,21500,2026-02-02T16:20:00-08:00,submitted
A26-5104,Yorktown Community Cooling Hub,ORG-0353,climate_resilience,spring_2026,building_cooling,Cedar Basin,28000,2026-01-31T10:10:00-08:00,submitted
A26-6326,Orchard Lane Flood Preparedness Team,ORG-0161,climate_resilience,winter_2025,building_cooling,East Market,64500,2026-02-07T15:30:00-08:00,submitted
A26-7528,Valley View Public Art Workshop,ORG-0153,neighborhood_arts,fall_2025,home_weatherization,East Market,17500,2026-03-10T13:20:00-08:00,submitted
A26-8803,Pleasant Valley Weatherization Support Team,ORG-0226,climate_resilience,spring_2026,green_infrastructure,Central Commons,53500,2026-03-05T14:10:00-08:00,submitted
A26-0685,Maplewood Creek Restoration Collaborative,ORG-0260,climate_resilience,spring_2026,green_infrastructure,River Ward,15500,2026-02-06T12:10:00-08:00,submitted
A26-7923,Glenwood Mental Health First Aid,ORG-0075,community_health,spring_2026,home_weatherization,River Ward,18500,2026-01-16T10:30:00-08:00,pending_correction
A26-8081,Oak Terrace Canopy Renewal Project,ORG-0135,climate_resilience,spring_2026,building_cooling,East Market,19500,2026-02-13T15:50:00-08:00,submitted
A26-5064,Cedar Grove Stormwater Block Initiative,ORG-0389,food_security,spring_2026,building_cooling,Hill Corridor,23000,2026-03-03T11:50:00-08:00,submitted
A26-2381,Prairie View Native Plant Corridor,ORG-0142,climate_resilience,spring_2026,flood_resilience,Lake District,54000,2026-01-27T14:50:00-08:00,submitted
A26-5008,Oak Terrace Cool Roof Cooperative,ORG-0255,community_health,fall_2025,building_cooling,Harbor Point,57000,2026-01-16T10:10:00-08:00,submitted
A26-1243,Glenwood Rain Garden Network,ORG-0145,climate_resilience,spring_2026,flood_resilience,Central Commons,50000,2026-02-12T12:40:00-08:00,submitted
A26-8176,University Heights Cool Roof Partnership,ORG-0030,climate_resilience,spring_2026,green_infrastructure,Oak Junction,61500,2026-02-11T16:10:00-08:00,submitted
A26-1732,Kingston Artist Mentor Network,ORG-0105,neighborhood_arts,spring_2026,home_weatherization,West Terrace,55500,2026-03-09T08:50:00-08:00,submitted
A26-8574,Lincoln Heights Canopy Renewal Project,ORG-0223,climate_resilience,winter_2025,urban_heat,Meadow Loop,54500,2026-01-15T09:10:00-08:00,submitted
A26-0620,Redwood Rain Garden Network,ORG-0261,climate_resilience,summer_2026,building_cooling,Oak Junction,62500,2026-01-25T13:40:00-08:00,submitted
A26-5013,Stonebridge Community Cooling Hub,ORG-0348,community_health,spring_2026,green_infrastructure,Harbor Point,20000,2026-03-04T13:00:00-08:00,submitted
A26-5442,Woodland Energy Savings Workshop Series,ORG-0023,climate_resilience,spring_2026,green_infrastructure,South Harbor,47000,2026-03-17T16:30:00-08:00,draft
A26-0188,Juniper Square Pedestrian Safety Collaborative,ORG-0122,urban_mobility,spring_2026,urban_heat,Meadow Loop,24000,2026-03-01T13:50:00-08:00,submitted
A26-4333,Fox Hollow Youth Leadership Academy,ORG-0106,youth_learning,spring_2026,flood_resilience,Central Commons,55000,2026-02-23T12:10:00-08:00,submitted
A26-5145,Fox Hollow Cool Roof Cooperative,ORG-0457,climate_resilience,spring_2026,flood_resilience,Oak Junction,33000,2026-03-06T21:03:00-08:00,submitted
A26-2807,Magnolia Park After-School Learning Lab,ORG-0182,youth_learning,spring_2026,flood_resilience,North Ridge,34500,2026-02-12T14:20:00-08:00,draft
A26-2606,Terrace Park STEM Mentoring Network,ORG-0213,youth_learning,spring_2026,flood_resilience,East Market,63500,2026-02-07T13:30:00-08:00,submitted
A26-5168,Hillcrest Flood Readiness Team,ORG-0472,small_business,spring_2026,flood_resilience,River Ward,28500,2026-02-18T14:30:00-08:00,submitted
A26-5069,Glen Park Cooling Commons,ORG-0393,climate_resilience,spring_2026,building_cooling,South Harbor,22000,2026-03-05T20:37:00-08:00,submitted
A26-1673,Crescent Hill Community Solar Library,ORG-0098,climate_resilience,fall_2025,building_cooling,Cedar Basin,57500,2026-03-17T08:20:00-08:00,submitted
A26-2088,Laurel Heights Compost Education Network,ORG-0259,climate_resilience,fall_2025,building_cooling,Cedar Basin,23000,2026-01-19T08:40:00-08:00,submitted
A26-1099,Brighton Wellness Navigation Team,ORG-0192,community_health,fall_2025,building_cooling,Central Commons,51500,2026-02-21T12:40:00-08:00,submitted
A26-5122,Cedar Grove Tree Stewardship Circle,ORG-0439,neighborhood_arts,spring_2026,home_weatherization,South Harbor,42500,2026-02-17T13:50:00-08:00,submitted
A26-3016,Valley View Creek Restoration Collaborative,ORG-0226,climate_resilience,spring_2026,urban_heat,Harbor Point,54500,2026-02-05T12:50:00-08:00,submitted
A26-4608,Glenwood Fresh Food Cooperative,ORG-0254,food_security,spring_2026,home_weatherization,River Ward,61000,2026-03-09T14:30:00-08:00,submitted
A26-4829,Clearwater Cool Roof Partnership,ORG-0012,climate_resilience,spring_2026,urban_heat,North Ridge,48500,2026-03-08T08:40:00-08:00,submitted
A26-1175,Franklin Canopy Renewal Project,ORG-0061,climate_resilience,spring_2026,green_infrastructure,East Market,50001,2026-03-05T13:00:00-08:00,submitted
A26-9855,Riverbend Wellness Navigation Team,ORG-0185,community_health,spring_2026,building_cooling,West Terrace,37500,2026-02-16T14:10:00-08:00,submitted
A26-9690,Pine Ridge Wellness Navigation Team,ORG-0077,community_health,spring_2026,green_infrastructure,Cedar Basin,39500,2026-02-13T12:00:00-08:00,submitted
A26-5578,Bayview Compost Education Network,ORG-0154,climate_resilience,spring_2026,home_weatherization,East Market,37000,2026-02-12T10:10:00-08:00,submitted
A26-5015,Harborview Green Alley Partnership,ORG-0350,climate_resilience,fall_2025,building_cooling,East Market,18000,2026-01-17T09:50:00-08:00,draft
A26-2120,Pleasant Valley Heat Resilience Hubs,ORG-0117,climate_resilience,spring_2026,flood_resilience,West Terrace,29000,2026-01-15T16:50:00-08:00,submitted
A26-5074,Civic Center Weatherization Collective,ORG-0241,climate_resilience,winter_2025,home_weatherization,Hill Corridor,21500,2026-02-04T14:00:00-08:00,submitted
A26-5174,Glen Park Shade Corridor Project,ORG-0476,climate_resilience,spring_2026,flood_resilience,Harbor Point,61500,2026-03-09T20:50:00-08:00,submitted
A26-3095,Greenfield Stormwater Action Group,ORG-0233,climate_resilience,spring_2026,green_infrastructure,River Ward,50000,2026-01-16T15:00:00-08:00,submitted
A26-5115,Meadow Park Heat Relief Collaborative,ORG-0433,climate_resilience,spring_2026,building_cooling,Hill Corridor,60500,2026-01-19T09:10:00-08:00,duplicate
A26-1814,Ashland Tree Stewardship Network,ORG-0128,climate_resilience,spring_2026,urban_heat,Harbor Point,37000,2026-02-04T14:10:00-08:00,submitted
A26-1881,College Park Local Vendor Support,ORG-0065,small_business,spring_2026,home_weatherization,Central Commons,21000,2026-02-01T16:20:00-08:00,submitted
A26-5110,Juniper Cooling Commons,ORG-0428,community_health,spring_2026,green_infrastructure,Harbor Point,53500,2026-02-26T09:00:00-08:00,submitted
A26-0126,Jefferson Commons Weatherization Support Team,ORG-0210,climate_resilience,fall_2025,green_infrastructure,West Terrace,11000,2026-02-25T11:50:00-08:00,submitted
A26-6094,Lincoln Heights Emergency Cooling Outreach,ORG-0238,climate_resilience,spring_2026,home_weatherization,Hill Corridor,56500,2026-01-30T15:50:00-08:00,submitted
A26-3069,Prairie View Building Efficiency Collaborative,ORG-0230,climate_resilience,spring_2026,urban_heat,Harbor Point,12000,2026-02-23T15:00:00-08:00,submitted
A26-6723,Yorktown Safe Routes Partnership,ORG-0137,urban_mobility,spring_2026,building_cooling,Cedar Basin,49000,2026-02-05T09:30:00-08:00,submitted
A26-2542,Prairie View Neighborhood Shade Plan,ORG-0142,climate_resilience,spring_2026,urban_heat,Cedar Basin,18000,2026-02-17T13:00:00-08:00,withdrawn
A26-1502,Lakeside Stormwater Alliance,ORG-0096,urban_mobility,spring_2026,urban_heat,West Terrace,32000,2026-03-01T11:00:00-08:00,submitted
A26-8336,Maplewood Home Energy Coaching,ORG-0075,climate_resilience,spring_2026,urban_heat,North Ridge,18000,2026-02-17T16:10:00-08:00,submitted
A26-1154,Bayview Tree Stewardship Network,ORG-0113,climate_resilience,spring_2026,home_weatherization,Meadow Loop,31000,2026-02-10T10:20:00-08:00,submitted
A26-4054,Wellington Resilience Resource Center,ORG-0067,climate_resilience,winter_2025,home_weatherization,Hill Corridor,12000,2026-03-05T16:50:00-08:00,submitted
A26-9797,Juniper Square Energy Savings Workshop Series,ORG-0085,climate_resilience,spring_2026,building_cooling,Harbor Point,63500,2026-01-15T13:00:00-08:00,draft
A26-3732,Maplewood Stormwater Action Group,ORG-0277,climate_resilience,spring_2026,home_weatherization,West Terrace,50500,2026-01-20T09:00:00-08:00,submitted
A26-3051,Crescent Hill Native Plant Corridor,ORG-0219,climate_resilience,spring_2026,home_weatherization,Meadow Loop,35000,2026-02-06T14:20:00-08:00,submitted
A26-2493,New Hope Maternal Health Support,ORG-0005,community_health,spring_2026,urban_heat,East Market,49000,2026-02-03T11:30:00-08:00,submitted
A26-2142,Wellington Energy Savings Workshop Series,ORG-0072,climate_resilience,spring_2026,home_weatherization,Central Commons,10000,2026-02-27T10:30:00-08:00,submitted
A26-5085,Grand Avenue Green Alley Partnership,ORG-0407,climate_resilience,spring_2026,building_cooling,Lake District,49500,2026-03-02T16:00:00-08:00,submitted
A26-0754,Willow Creek Compost Education Network,ORG-0066,climate_resilience,spring_2026,building_cooling,Cedar Basin,25500,2026-02-13T13:40:00-08:00,submitted
A26-3405,Willow Creek Canopy Renewal Project,ORG-0066,climate_resilience,spring_2026,building_cooling,Hill Corridor,23500,2026-03-06T16:30:00-08:00,draft
A26-5095,Northgate Porch Cooling Partnership,ORG-0365,climate_resilience,spring_2026,green_infrastructure,Lake District,27500,2026-02-21T10:50:00-08:00,submitted
A26-5089,Hillcrest Drainage Action Group,ORG-0411,climate_resilience,spring_2026,green_infrastructure,South Harbor,26500,2026-02-02T13:30:00-08:00,submitted
A26-4862,Greenfield Canopy Renewal Project,ORG-0205,climate_resilience,spring_2026,home_weatherization,River Ward,24500,2026-02-11T14:20:00-08:00,submitted
A26-4010,Valley View Business Skills Workshop,ORG-0096,small_business,spring_2026,urban_heat,Oak Junction,46500,2026-02-11T13:10:00-08:00,duplicate
A26-5020,Lincoln Heights Cooling Commons,ORG-0355,climate_resilience,spring_2026,home_weatherization,East Market,48000,2026-02-18T11:10:00-08:00,submitted
A26-5040,South Market Cool Roof Cooperative,ORG-0369,climate_resilience,spring_2026,flood_resilience,East Market,45500,2026-01-28T11:10:00-08:00,submitted
A26-5050,Glen Park Flood Readiness Team,ORG-0378,climate_resilience,spring_2026,green_infrastructure,Meadow Loop,50500,2026-01-17T09:10:00-08:00,pending_correction
A26-3080,Cedar Grove Native Plant Corridor,ORG-0159,climate_resilience,winter_2025,building_cooling,West Terrace,58000,2026-01-18T15:50:00-08:00,submitted
A26-5153,Cedar Grove Creek Buffer Project,ORG-0463,climate_resilience,spring_2026,building_cooling,Oak Junction,21500,2026-01-31T11:50:00-08:00,submitted
A26-3936,Willow Creek Senior Wellness Program,ORG-0018,community_health,spring_2026,home_weatherization,East Market,42000,2026-03-13T12:50:00-08:00,submitted
A26-5028,Juniper Resilience Resource Center,ORG-0360,climate_resilience,spring_2026,urban_heat,South Harbor,23500,2026-01-31T13:10:00-08:00,submitted
A26-5002,Brookfield Neighborhood Canopy Fund,ORG-0136,climate_resilience,winter_2025,home_weatherization,Harbor Point,26500,2026-02-28T11:50:00-08:00,submitted
A26-1357,Yorktown Resilience Resource Center,ORG-0188,climate_resilience,winter_2025,green_infrastructure,Central Commons,19000,2026-01-18T14:30:00-08:00,submitted
A26-6215,Riverside After-School Learning Lab,ORG-0057,youth_learning,spring_2026,building_cooling,South Harbor,43000,2026-03-06T12:00:00-08:00,submitted
A26-0335,University Heights Energy Savings Workshop Series,ORG-0278,climate_resilience,fall_2025,building_cooling,Meadow Loop,64000,2026-02-15T08:20:00-08:00,submitted
A26-5128,Lakeside Stormwater Block Initiative,ORG-0444,climate_resilience,spring_2026,urban_heat,Lake District,36500,2026-01-18T14:10:00-08:00,submitted
A26-1430,Old Town Tree Stewardship Network,ORG-0135,climate_resilience,spring_2026,building_cooling,West Terrace,39500,2026-01-24T13:50:00-08:00,submitted
A26-1695,Hawthorne Compost Education Network,ORG-0027,climate_resilience,spring_2026,green_infrastructure,Lake District,59000,2026-02-04T10:00:00-08:00,submitted
A26-1358,Meadow Park Canopy Renewal Project,ORG-0113,climate_resilience,spring_2026,flood_resilience,Cedar Basin,52500,2026-03-18T13:10:00-08:00,submitted
A26-7082,Redwood Entrepreneur Coaching Circle,ORG-0217,small_business,spring_2026,home_weatherization,Hill Corridor,30000,2026-02-04T15:20:00-08:00,submitted
A26-0015,Brookfield Neighborhood Grocery Delivery,ORG-0159,food_security,winter_2025,urban_heat,Hill Corridor,46500,2026-03-08T11:40:00-08:00,submitted
A26-5099,Fox Hollow Tree Stewardship Circle,ORG-0420,climate_resilience,fall_2025,building_cooling,Harbor Point,59000,2026-03-02T15:50:00-08:00,submitted
A26-9014,Elmwood Canopy Renewal Project,ORG-0247,climate_resilience,spring_2026,building_cooling,River Ward,46000,2026-02-09T14:40:00-08:00,submitted
A26-5096,South Market Tree Stewardship Circle,ORG-0417,climate_resilience,spring_2026,urban_heat,Lake District,28000,2026-01-24T10:20:00-08:00,submitted
A26-9269,Greenfield Rain Garden Network,ORG-0172,climate_resilience,spring_2026,flood_resilience,East Market,11500,2026-02-05T14:00:00-08:00,draft
A26-5024,Oak Terrace Creek Buffer Project,ORG-0357,climate_resilience,spring_2026,green_infrastructure,North Ridge,24000,2026-01-12T13:50:00-08:00,submitted
A26-0328,Yorktown Home Energy Coaching,ORG-0063,climate_resilience,spring_2026,green_infrastructure,South Harbor,19500,2026-03-14T10:50:00-08:00,submitted
A26-5044,Hillcrest Weatherization Collective,ORG-0372,climate_resilience,spring_2026,urban_heat,Oak Junction,60000,2026-01-20T09:50:00-08:00,submitted
A26-1723,College Park Neighborhood Grocery Delivery,ORG-0104,food_security,spring_2026,green_infrastructure,River Ward,53500,2026-03-16T13:30:00-08:00,submitted
A26-5114,Northgate Tree Stewardship Circle,ORG-0432,climate_resilience,fall_2025,building_cooling,South Harbor,64500,2026-01-22T10:40:00-08:00,submitted
A26-3815,Spring Hill Local Vendor Support,ORG-0023,small_business,spring_2026,building_cooling,South Harbor,62000,2026-01-18T12:00:00-08:00,duplicate
A26-3484,Old Town Emergency Cooling Outreach,ORG-0058,climate_resilience,spring_2026,home_weatherization,Lake District,49500,2026-02-21T09:30:00-08:00,submitted
A26-9834,Garden District Emergency Cooling Outreach,ORG-0067,climate_resilience,spring_2026,home_weatherization,Hill Corridor,39000,2026-02-22T13:50:00-08:00,submitted
A26-5055,Cedar Grove Flood Readiness Team,ORG-0382,urban_mobility,spring_2026,home_weatherization,Oak Junction,39500,2026-02-12T12:30:00-08:00,submitted
A26-9411,Maplewood Heat Resilience Hubs,ORG-0170,climate_resilience,spring_2026,building_cooling,River Ward,59500,2026-01-31T15:10:00-08:00,submitted
A26-5136,Oak Terrace Weatherization Collective,ORG-0452,climate_resilience,spring_2026,building_cooling,North Ridge,22500,2026-01-16T14:30:00-08:00,submitted
A26-5166,Grand Avenue Flood Readiness Team,ORG-0470,climate_resilience,spring_2026,green_infrastructure,River Ward,35000,2026-02-02T14:40:00-08:00,submitted
A26-5063,Claremont Native Plant Corridor,ORG-0388,climate_resilience,spring_2026,urban_heat,Central Commons,41500,2026-02-13T13:50:00-08:00,submitted
A26-6965,Union Square Local Vendor Support,ORG-0032,small_business,spring_2026,green_infrastructure,Hill Corridor,50500,2026-01-19T11:30:00-08:00,submitted
A26-6312,Old Town Community Pantry Network,ORG-0082,food_security,spring_2026,flood_resilience,East Market,64500,2026-01-16T09:40:00-08:00,submitted
A26-8862,Ashland Creative Placemaking Team,ORG-0106,neighborhood_arts,spring_2026,home_weatherization,Lake District,62500,2026-03-04T08:00:00-08:00,submitted
A26-9786,Fox Hollow Reading Partnership,ORG-0110,youth_learning,spring_2026,green_infrastructure,River Ward,20000,2026-02-16T16:30:00-08:00,submitted
A26-5165,Lakeside Compost Education Network,ORG-0117,climate_resilience,spring_2026,home_weatherization,River Ward,22000,2026-02-19T14:30:00-08:00,submitted
A26-5151,Grand Avenue Resilience Resource Center,ORG-0461,climate_resilience,spring_2026,urban_heat,North Ridge,24500,2026-02-03T09:30:00-08:00,submitted
A26-4142,Magnolia Park Community Solar Library,ORG-0085,climate_resilience,spring_2026,green_infrastructure,Oak Junction,55000,2026-01-24T08:30:00-08:00,submitted
A26-5124,Grand Avenue Porch Cooling Partnership,ORG-0441,climate_resilience,winter_2025,building_cooling,Cedar Basin,44000,2026-03-04T16:10:00-08:00,submitted
A26-9935,Yorktown Compost Education Network,ORG-0209,climate_resilience,spring_2026,home_weatherization,West Terrace,32500,2026-01-19T14:00:00-08:00,submitted
A26-5119,Maplewood Shade Corridor Project,ORG-0437,climate_resilience,spring_2026,urban_heat,Central Commons,46000,2026-03-09T19:21:00-08:00,submitted
A26-2370,Riverbend Resilience Center,ORG-0052,climate_resilience,spring_2026,flood_resilience,River Ward,36000,2026-03-05T17:01:00-08:00,submitted
A26-8764,Stonebridge Home Energy Coaching,ORG-0098,climate_resilience,spring_2026,building_cooling,South Harbor,46500,2026-03-01T12:10:00-08:00,submitted
A26-1505,Union Square Emergency Cooling Outreach,ORG-0225,climate_resilience,spring_2026,green_infrastructure,River Ward,59000,2026-02-03T12:00:00-08:00,submitted
A26-5163,Fox Hollow Porch Cooling Partnership,ORG-0203,climate_resilience,spring_2026,flood_resilience,Meadow Loop,21000,2026-02-16T12:50:00-08:00,submitted
A26-5134,Highland Climate Ready Blocks,ORG-0450,community_health,spring_2026,urban_heat,Hill Corridor,58500,2026-01-21T13:00:00-08:00,submitted
A26-2367,Parkside Mental Health First Aid,ORG-0083,community_health,spring_2026,green_infrastructure,North Ridge,56000,2026-03-12T13:00:00-08:00,withdrawn
A26-5038,Stonebridge Shade Corridor Project,ORG-0367,community_health,spring_2026,home_weatherization,North Ridge,19500,2026-02-22T15:00:00-08:00,submitted
A26-1298,Rosewood Heat Resilience Hubs,ORG-0264,climate_resilience,spring_2026,building_cooling,Cedar Basin,60500,2026-03-12T11:40:00-08:00,submitted
A26-5140,Kingsley Shade Corridor Project,ORG-0333,climate_resilience,spring_2026,urban_heat,Meadow Loop,56500,2026-02-12T11:30:00-08:00,submitted
A26-5155,Northgate Resilience Resource Center,ORG-0465,urban_mobility,spring_2026,building_cooling,Lake District,25500,2026-03-01T16:20:00-08:00,submitted
A26-5083,Meadow Park Stormwater Block Initiative,ORG-0405,climate_resilience,spring_2026,building_cooling,Cedar Basin,58500,2026-03-08T19:31:00-08:00,submitted
A26-4804,Redwood Neighborhood Shade Plan,ORG-0149,climate_resilience,summer_2026,building_cooling,East Market,18000,2026-02-12T14:50:00-08:00,submitted
A26-5075,Glen Park Porch Cooling Partnership,ORG-0398,climate_resilience,winter_2025,urban_heat,West Terrace,36500,2026-02-14T11:10:00-08:00,submitted
A26-5120,Northgate Creek Buffer Project,ORG-0100,climate_resilience,spring_2026,flood_resilience,Central Commons,36000,2026-01-19T13:00:00-08:00,submitted
A26-1176,Union Square Community Pantry Network,ORG-0087,food_security,spring_2026,urban_heat,West Terrace,63000,2026-03-01T16:10:00-08:00,submitted
A26-1206,Hawthorne Main Street Market Lab,ORG-0271,small_business,winter_2025,home_weatherization,North Ridge,51000,2026-03-12T15:20:00-08:00,submitted
A26-1830,Meadow Park Heat Relief Partnership,ORG-0265,climate_resilience,summer_2026,urban_heat,South Harbor,43000,2026-01-16T11:10:00-08:00,submitted
A26-5010,Oak Terrace Heat Relief Collaborative,ORG-0346,climate_resilience,spring_2026,home_weatherization,Meadow Loop,45000,2026-02-14T12:20:00-08:00,submitted
A26-2977,Fairview Food Recovery Team,ORG-0017,food_security,spring_2026,urban_heat,Lake District,34000,2026-02-18T09:10:00-08:00,pending_correction
A26-5071,Lincoln Heights Flood Readiness Team,ORG-0395,climate_resilience,spring_2026,urban_heat,North Ridge,42500,2026-02-09T10:50:00-08:00,submitted
A26-1380,Bayview Wellness Navigation Team,ORG-0035,community_health,spring_2026,urban_heat,West Terrace,32000,2026-02-06T08:40:00-08:00,submitted
A26-5675,South Market Emergency Cooling Outreach,ORG-0265,climate_resilience,spring_2026,building_cooling,South Harbor,44500,2026-02-21T12:40:00-08:00,submitted
A26-2239,Highland After-School Learning Lab,ORG-0146,youth_learning,spring_2026,flood_resilience,Hill Corridor,63000,2026-01-24T10:30:00-08:00,submitted
A26-9928,South Market Business Skills Workshop,ORG-0123,small_business,spring_2026,building_cooling,Cedar Basin,56000,2026-02-28T08:40:00-08:00,withdrawn
A26-7612,Pine Ridge Heat Resilience Hubs,ORG-0158,climate_resilience,spring_2026,flood_resilience,East Market,42000,2026-03-15T13:30:00-08:00,submitted
A26-0179,South Market Flood Preparedness Team,ORG-0074,climate_resilience,winter_2025,home_weatherization,Cedar Basin,54000,2026-02-22T09:50:00-08:00,submitted
A26-4264,Garden District Community Solar Library,ORG-0033,climate_resilience,spring_2026,building_cooling,River Ward,44500,2026-01-21T12:00:00-08:00,submitted
A26-5164,Lakeside Shade Corridor Project,ORG-0012,climate_resilience,spring_2026,building_cooling,Meadow Loop,26000,2026-01-19T12:30:00-08:00,submitted
A26-5097,Fairview Tree Stewardship Circle,ORG-0418,climate_resilience,spring_2026,building_cooling,Oak Junction,40000,2026-02-04T14:40:00-08:00,submitted
A26-5143,Yorktown Stormwater Block Initiative,ORG-0455,climate_resilience,spring_2026,home_weatherization,Meadow Loop,22000,2026-03-06T17:32:00-08:00,submitted
A26-5547,Magnolia Park Rain Garden Network,ORG-0243,climate_resilience,winter_2025,flood_resilience,Hill Corridor,30000,2026-02-18T16:40:00-08:00,submitted
A26-0408,Ashland Community Pantry Network,ORG-0176,food_security,winter_2025,home_weatherization,North Ridge,26500,2026-01-27T14:10:00-08:00,submitted
A26-5079,Cedar Grove Rain Garden Network,ORG-0402,climate_resilience,spring_2026,urban_heat,River Ward,35000,2026-03-11T18:19:00-08:00,submitted
A26-0600,Old Town Community Music Series,ORG-0051,neighborhood_arts,spring_2026,green_infrastructure,West Terrace,43500,2026-01-27T13:40:00-08:00,submitted
A26-5893,Brighton Community Solar Library,ORG-0156,climate_resilience,spring_2026,home_weatherization,South Harbor,65000,2026-02-15T10:30:00-08:00,submitted
A26-2531,Terrace Park Rain Garden Network,ORG-0053,climate_resilience,spring_2026,building_cooling,Hill Corridor,35500,2026-02-18T16:00:00-08:00,submitted
A26-8731,Lakeside Native Plant Corridor,ORG-0047,climate_resilience,spring_2026,urban_heat,Lake District,24500,2026-02-18T14:50:00-08:00,duplicate
A26-5121,Yorktown Rain Garden Network,ORG-0438,climate_resilience,spring_2026,urban_heat,North Ridge,39000,2026-02-01T11:40:00-08:00,submitted
A26-9218,Greenfield Tree Stewardship Network,ORG-0220,climate_resilience,winter_2025,flood_resilience,Harbor Point,34500,2026-02-26T12:00:00-08:00,withdrawn
